country,date,temperature_mean,temperature_max,precipitation,windspeed_max
England,2019-06-11,10.689,12.13,17.18,28.72
England,2019-06-12,11.663,14.69,11.6,20.703
England,2019-06-13,11.45,12.97,11.2,21.004
England,2019-06-14,12.49,15.73,6.28,20.837
England,2019-06-15,12.725,15.72,4.1,25.61
England,2019-06-16,13.432,17.56,3.16,26.755
England,2019-06-17,14.837,17.69,1.24,25.136
England,2019-06-18,14.351,17.82,3.0,12.846
England,2019-06-19,14.84,18.03,1.52,14.354
England,2019-06-20,13.242,16.01,0.92,21.26
England,2019-06-21,13.343,17.15,0.08,16.474
England,2019-06-22,14.865,20.1,0.04,16.921
England,2019-06-23,15.988,20.67,1.94,21.568
England,2019-06-24,17.755,21.72,5.5,17.091
England,2019-06-25,16.879,19.42,10.68,19.325
England,2019-06-26,15.478,18.08,0.4,22.085
England,2019-06-27,15.403,20.84,0.0,22.234
England,2019-06-28,16.461,21.85,0.0,21.864
England,2019-06-29,20.564,28.73,0.38,19.486
England,2019-06-30,17.16,20.15,0.4,25.609
England,2019-07-01,15.549,18.38,0.44,25.776
England,2019-07-02,14.56,18.21,0.08,17.467
England,2019-07-03,15.292,20.53,0.0,14.399
England,2019-07-04,16.352,21.84,0.0,14.621
England,2019-07-05,17.39,21.73,0.14,16.634
England,2019-07-06,16.601,20.12,1.46,17.063
England,2019-07-07,15.423,19.14,1.22,13.687
England,2019-07-08,15.811,20.18,0.22,13.523
England,2019-07-09,16.855,20.6,1.68,14.133
England,2019-07-10,18.011,21.75,1.74,16.968
England,2019-07-11,18.061,22.12,3.58,17.9
England,2019-07-12,17.82,21.18,1.18,23.254
England,2019-07-13,16.884,20.03,1.02,15.83
England,2019-07-14,16.425,19.99,0.62,14.069
England,2019-07-15,16.412,21.13,0.0,10.162
England,2019-07-16,18.03,22.79,0.16,13.386
England,2019-07-17,17.667,21.94,1.26,18.922
England,2019-07-18,17.0,19.71,2.12,21.94
England,2019-07-19,16.173,19.98,13.92,26.958
England,2019-07-20,17.428,19.96,7.02,29.027
England,2019-07-21,17.24,20.86,1.06,22.23
England,2019-07-22,20.445,24.42,0.46,27.386
England,2019-07-23,22.06,28.64,0.16,19.623
England,2019-07-24,22.409,26.21,8.98,20.701
England,2019-07-25,24.538,31.77,0.98,19.022
England,2019-07-26,20.756,23.65,2.3,16.733
England,2019-07-27,16.972,18.72,14.86,16.736
England,2019-07-28,16.44,19.0,10.74,22.509
England,2019-07-29,17.837,22.39,2.86,18.181
England,2019-07-30,17.52,20.76,12.5,26.983
England,2019-07-31,17.073,19.47,7.98,25.037
England,2019-08-01,17.762,21.82,2.28,14.457
England,2019-08-02,17.994,22.01,1.32,12.379
England,2019-08-03,18.091,22.11,0.54,10.634
England,2019-08-04,18.403,22.67,4.26,17.747
England,2019-08-05,17.776,20.92,2.14,22.909
England,2019-08-06,16.96,20.91,6.02,25.369
England,2019-08-07,16.507,19.45,2.58,24.765
England,2019-08-08,17.471,21.77,1.1,17.358
England,2019-08-09,18.83,22.06,18.6,31.367
England,2019-08-10,17.177,19.83,4.26,40.218
England,2019-08-11,15.85,18.73,3.3,27.424
England,2019-08-12,13.731,16.7,3.08,17.724
England,2019-08-13,14.01,17.61,0.8,17.927
England,2019-08-14,14.972,17.99,10.54,26.472
England,2019-08-15,16.047,18.58,0.66,30.765
England,2019-08-16,15.205,17.24,15.62,30.155
England,2019-08-17,16.366,19.38,0.64,26.556
England,2019-08-18,15.295,18.51,1.6,27.986
England,2019-08-19,14.815,17.89,2.0,24.178
England,2019-08-20,14.287,17.69,0.94,19.973
England,2019-08-21,15.545,19.42,1.14,19.759
England,2019-08-22,16.712,20.63,1.38,24.187
England,2019-08-23,18.103,23.38,0.06,13.041
England,2019-08-24,19.072,25.7,0.0,14.174
England,2019-08-25,20.74,27.64,0.0,12.767
England,2019-08-26,19.494,26.03,0.0,11.487
England,2019-08-27,19.59,25.51,4.0,13.3
England,2019-08-28,16.675,19.9,6.98,19.469
England,2019-08-29,15.314,19.61,0.18,24.564
England,2019-08-30,17.242,21.19,0.26,27.451
England,2019-08-31,15.27,18.55,1.1,28.86
England,2019-09-01,13.43,16.77,0.5,22.358
England,2019-09-02,14.077,17.95,1.66,23.391
England,2019-09-03,16.228,19.33,1.06,23.609
England,2019-09-04,15.101,16.93,5.48,33.392
England,2019-09-05,12.965,16.17,0.2,23.969
England,2019-09-06,13.565,16.87,2.08,30.196
England,2019-09-07,12.857,16.43,0.46,16.766
England,2019-09-08,11.541,16.24,0.12,11.39
England,2019-09-09,12.285,14.04,7.74,17.024
England,2019-09-10,12.959,16.87,0.32,17.498
England,2019-09-11,15.787,19.16,0.98,32.755
England,2019-09-12,16.373,21.17,0.98,27.521
England,2019-09-13,13.911,17.88,0.08,16.064
England,2019-09-14,13.348,19.59,0.0,14.238
England,2019-09-15,15.181,19.4,1.28,18.222
England,2019-09-16,14.47,17.14,1.54,13.855
England,2019-09-17,12.41,16.68,0.0,15.743
England,2019-09-18,11.669,17.2,0.0,11.393
England,2019-09-19,12.977,19.24,0.0,10.415
England,2019-09-20,14.166,20.19,0.0,20.659
England,2019-09-21,16.404,22.8,0.14,20.375
England,2019-09-22,16.496,20.08,7.7,18.612
England,2019-09-23,14.835,17.87,4.26,25.434
England,2019-09-24,15.597,17.41,17.02,21.998
England,2019-09-25,14.947,18.02,5.86,17.395
England,2019-09-26,15.3,17.36,8.04,25.916
England,2019-09-27,13.361,15.42,7.8,31.366
England,2019-09-28,13.867,16.55,11.64,31.396
England,2019-09-29,13.975,15.96,19.02,31.514
England,2019-09-30,12.727,16.07,10.66,22.802
England,2019-10-01,12.749,15.13,10.86,27.658
England,2019-10-02,8.394,12.55,0.02,18.398
England,2019-10-03,8.524,12.56,5.26,24.759
England,2019-10-04,12.295,14.65,3.52,23.555
England,2019-10-05,11.699,15.09,2.56,18.103
England,2019-10-06,12.504,14.9,10.58,26.201
England,2019-10-07,11.849,14.26,3.2,26.249
England,2019-10-08,12.274,14.77,1.14,28.61
England,2019-10-09,10.705,12.66,2.06,26.835
England,2019-10-10,11.966,14.57,2.5,30.194
England,2019-10-11,13.448,14.91,14.62,30.885
England,2019-10-12,11.244,13.55,4.94,15.781
England,2019-10-13,11.084,13.44,9.2,29.389
England,2019-10-14,10.532,13.79,7.28,19.981
England,2019-10-15,10.786,13.67,1.3,18.63
England,2019-10-16,11.293,13.64,2.48,22.327
England,2019-10-17,9.712,13.42,1.42,21.939
England,2019-10-18,10.101,12.4,5.46,26.387
England,2019-10-19,9.536,12.68,0.74,19.176
England,2019-10-20,8.24,10.91,0.42,22.587
England,2019-10-21,9.546,12.1,1.6,20.39
England,2019-10-22,8.203,12.71,0.0,15.569
England,2019-10-23,8.787,12.67,1.24,14.989
England,2019-10-24,9.652,12.21,3.16,16.422
England,2019-10-25,10.458,13.51,10.92,30.697
England,2019-10-26,9.155,11.51,20.6,26.797
England,2019-10-27,6.018,9.885,0.0,17.437
England,2019-10-28,6.598,10.21,0.06,21.424
England,2019-10-29,7.392,10.65,0.22,22.619
England,2019-10-30,7.286,9.91,2.82,18.745
England,2019-10-31,11.549,14.27,8.18,22.212
England,2019-11-01,9.812,13.04,9.18,32.842
England,2019-11-02,8.177,11.14,2.46,17.786
England,2019-11-03,8.01,10.59,3.84,13.878
England,2019-11-04,8.331,10.61,1.48,25.01
England,2019-11-05,5.22,7.5,2.66,15.015
England,2019-11-06,6.363,8.2,22.12,25.324
England,2019-11-07,5.095,7.97,3.32,26.02
England,2019-11-08,2.941,5.7,6.64,20.426
England,2019-11-09,5.352,8.1,2.32,22.273
England,2019-11-10,6.049,7.86,7.96,32.21
England,2019-11-11,5.488,7.59,3.54,32.767
England,2019-11-12,4.515,7.31,3.04,20.251
England,2019-11-13,4.255,6.17,13.88,28.745
England,2019-11-14,5.638,7.75,2.82,25.126
England,2019-11-15,6.659,8.13,0.86,22.264
England,2019-11-16,5.966,8.17,3.06,15.827
England,2019-11-17,3.496,7.01,0.0,16.42
England,2019-11-18,2.397,6.05,0.0,15.64
England,2019-11-19,5.166,6.98,0.0,21.737
England,2019-11-20,4.648,6.13,0.64,22.001
England,2019-11-21,6.842,8.37,4.5,22.488
England,2019-11-22,7.996,9.12,5.44,21.657
England,2019-11-23,8.201,9.67,0.46,13.929
England,2019-11-24,9.532,10.85,3.14,18.953
England,2019-11-25,9.615,11.85,3.4,25.885
England,2019-11-26,8.244,9.5,6.82,17.846
England,2019-11-27,7.293,9.16,4.94,18.981
England,2019-11-28,3.082,6.14,0.18,12.632
England,2019-11-29,1.9,5.02,0.0,15.278
England,2019-11-30,2.075,5.17,0.04,17.247
England,2019-12-01,0.985,4.96,0.0,12.014
England,2019-12-02,3.992,7.08,0.02,13.59
England,2019-12-03,3.307,6.29,0.02,14.164
England,2019-12-04,5.423,10.26,1.54,32.725
England,2019-12-05,9.98,11.61,5.12,33.139
England,2019-12-06,7.951,9.81,0.42,29.393
England,2019-12-07,7.966,11.39,6.04,38.642
England,2019-12-08,5.434,7.65,1.4,32.468
England,2019-12-09,6.918,11.81,8.04,42.282
England,2019-12-10,4.319,6.31,0.8,25.023
England,2019-12-11,4.435,7.52,9.94,25.228
England,2019-12-12,5.733,7.0,6.94,32.45
England,2019-12-13,4.703,5.94,5.38,35.579
England,2019-12-14,5.103,6.67,4.14,32.113
England,2019-12-15,4.674,6.77,0.62,25.493
England,2019-12-16,3.099,4.95,2.46,10.439
England,2019-12-17,4.642,9.17,5.14,32.729
England,2019-12-18,10.171,11.44,10.48,31.944
England,2019-12-19,7.122,9.01,8.48,24.063
England,2019-12-20,6.18,8.38,2.74,19.929
England,2019-12-21,6.235,7.79,2.78,19.243
England,2019-12-22,6.375,8.61,0.42,25.42
England,2019-12-23,7.397,9.69,3.02,25.918
England,2019-12-24,4.416,7.29,0.0,17.547
England,2019-12-25,5.456,7.16,3.5,28.321
England,2019-12-26,6.068,7.78,0.22,14.5
England,2019-12-27,7.8,9.26,0.0,15.926
England,2019-12-28,6.773,8.49,0.0,17.514
England,2019-12-29,6.271,9.16,0.08,18.207
England,2019-12-30,5.191,7.6,0.02,14.058
England,2019-12-31,5.306,6.64,0.0,13.848
England,2020-01-01,7.705,9.83,1.38,26.861
England,2020-01-02,7.152,10.06,2.62,24.1
England,2020-01-03,5.821,7.97,0.72,22.481
England,2020-01-04,6.534,8.66,0.0,18.86
England,2020-01-05,7.011,8.74,1.8,29.711
England,2020-01-06,8.864,12.64,1.18,31.501
England,2020-01-07,9.176,12.15,2.66,28.385
England,2020-01-08,7.941,11.12,10.52,32.402
England,2020-01-09,4.659,7.27,0.1,21.687
England,2020-01-10,9.105,10.74,2.66,35.962
England,2020-01-11,7.45,9.95,6.24,28.893
England,2020-01-12,6.46,9.15,5.52,42.363
England,2020-01-13,8.107,12.55,6.74,43.776
England,2020-01-14,6.796,8.81,3.8,30.803
England,2020-01-15,8.147,11.47,3.76,37.509
England,2020-01-16,6.074,8.35,4.26,24.207
England,2020-01-17,3.168,6.3,0.04,17.25
England,2020-01-18,0.907,4.93,0.0,12.713
England,2020-01-19,2.174,6.53,0.0,13.447
England,2020-01-20,3.142,6.46,0.0,11.328
England,2020-01-21,6.202,8.39,0.14,10.382
England,2020-01-22,6.172,7.58,0.0,9.426
England,2020-01-23,6.16,7.5,0.04,10.939
England,2020-01-24,5.66,6.88,0.14,15.517
England,2020-01-25,6.914,8.9,3.22,26.303
England,2020-01-26,5.267,7.22,3.86,22.288
England,2020-01-27,3.677,5.7,1.98,30.173
England,2020-01-28,5.431,8.44,1.08,28.96
England,2020-01-29,8.485,11.67,0.28,36.127
England,2020-01-30,9.844,11.46,1.42,31.041
England,2020-01-31,8.679,10.18,0.3,36.703
England,2020-02-01,8.332,11.13,6.74,29.765
England,2020-02-02,7.336,9.15,1.02,32.179
England,2020-02-03,5.716,8.88,0.44,35.167
England,2020-02-04,3.853,7.69,0.0,12.054
England,2020-02-05,2.745,7.82,0.0,11.13
England,2020-02-06,4.027,8.84,0.12,25.214
England,2020-02-07,7.867,9.86,0.74,35.212
England,2020-02-08,9.782,12.81,23.76,50.39
England,2020-02-09,5.293,7.38,4.9,42.31
England,2020-02-10,3.991,5.26,1.82,40.816
England,2020-02-11,3.928,6.45,0.9,32.061
England,2020-02-12,5.452,8.3,10.02,31.983
England,2020-02-13,5.821,10.11,1.34,31.773
England,2020-02-14,10.097,12.19,13.4,46.943
England,2020-02-15,8.38,11.6,18.4,42.677
England,2020-02-16,6.348,8.93,1.24,37.267
England,2020-02-17,5.644,8.76,2.84,34.034
England,2020-02-18,5.237,8.33,3.36,27.679
England,2020-02-19,6.986,9.83,5.44,37.214
England,2020-02-20,7.055,9.61,4.16,35.911
England,2020-02-21,8.918,11.21,4.66,41.13
England,2020-02-22,7.628,10.16,9.38,39.812
England,2020-02-23,7.402,11.51,10.76,38.776
England,2020-02-24,4.295,6.45,3.48,27.87
England,2020-02-25,3.09,6.1,1.06,29.27
England,2020-02-26,3.103,6.24,4.9,28.183
England,2020-02-27,5.093,10.32,9.2,31.002
England,2020-02-28,6.565,10.11,8.86,40.009
England,2020-02-29,5.101,7.67,1.2,34.304
England,2020-03-01,3.657,7.13,2.72,24.467
England,2020-03-02,4.175,8.15,1.64,24.152
England,2020-03-03,3.81,7.22,2.7,14.063
England,2020-03-04,3.742,6.25,3.82,23.91
England,2020-03-05,3.232,8.15,0.18,14.481
England,2020-03-06,7.285,11.98,0.44,32.418
England,2020-03-07,8.372,10.2,5.54,36.35
England,2020-03-08,6.775,9.85,6.4,31.806
England,2020-03-09,10.947,12.81,5.34,36.858
England,2020-03-10,8.829,12.11,1.52,39.238
England,2020-03-11,5.806,8.62,1.58,42.004
England,2020-03-12,6.428,9.49,1.12,31.333
England,2020-03-13,7.917,11.23,2.36,26.015
England,2020-03-14,7.881,9.71,5.5,33.494
England,2020-03-15,6.182,9.91,0.06,19.825
England,2020-03-16,9.425,13.06,0.58,29.515
England,2020-03-17,8.592,11.66,5.7,28.478
England,2020-03-18,5.7,7.83,2.42,14.825
England,2020-03-19,5.442,8.85,0.46,27.215
England,2020-03-20,5.307,9.14,0.0,27.488
England,2020-03-21,5.08,9.98,0.0,20.241
England,2020-03-22,5.203,11.48,0.0,17.351
England,2020-03-23,7.52,14.77,0.0,17.912
England,2020-03-24,7.173,13.97,0.0,14.592
England,2020-03-25,5.571,12.49,0.0,15.374
England,2020-03-26,5.36,11.38,0.0,20.881
England,2020-03-27,5.792,9.84,0.0,32.818
England,2020-03-28,3.865,6.87,0.06,36.107
England,2020-03-30,4.918,8.59,0.26,24.704
England,2020-03-31,5.814,8.63,0.02,18.766
England,2020-04-01,5.163,8.54,0.04,17.343
England,2020-04-02,7.76,11.25,0.22,30.605
England,2020-04-03,7.051,10.36,0.2,17.669
England,2020-04-04,8.245,13.17,0.14,22.269
England,2020-04-05,11.98,17.96,0.0,26.121
England,2020-04-06,11.482,14.23,1.88,25.003
England,2020-04-07,9.67,16.33,0.0,14.955
England,2020-04-08,12.603,19.14,0.0,12.185
England,2020-04-09,12.304,18.46,0.0,17.382
England,2020-04-10,13.66,20.82,0.16,16.536
England,2020-04-11,14.382,20.7,0.18,15.386
England,2020-04-12,12.872,19.27,0.32,25.927
England,2020-04-13,7.153,9.76,0.42,31.315
England,2020-04-14,6.075,11.68,0.0,11.256
England,2020-04-15,8.908,16.22,0.0,12.14
England,2020-04-16,11.003,18.49,0.02,18.625
England,2020-04-17,9.432,12.96,3.08,24.024
England,2020-04-18,8.089,11.33,3.12,18.923
England,2020-04-19,9.726,15.35,0.0,21.632
England,2020-04-20,9.647,15.14,0.0,30.143
England,2020-04-21,11.156,16.28,0.0,28.317
England,2020-04-22,11.747,18.4,0.0,21.276
England,2020-04-23,12.385,19.59,0.0,15.308
England,2020-04-24,12.382,19.0,0.02,13.805
England,2020-04-25,11.438,16.79,0.0,11.853
England,2020-04-26,12.508,18.26,0.12,15.272
England,2020-04-27,11.105,15.48,0.88,16.81
England,2020-04-28,8.255,10.18,8.96,17.714
England,2020-04-29,8.436,11.93,4.6,24.678
England,2020-04-30,8.481,11.78,7.16,28.403
England,2020-05-01,9.186,12.43,1.84,25.251
England,2020-05-02,9.793,13.76,0.32,20.177
England,2020-05-03,9.966,13.47,1.22,10.203
England,2020-05-04,10.882,14.5,0.26,22.487
England,2020-05-05,9.32,13.4,0.1,25.881
England,2020-05-06,9.78,15.97,0.0,13.886
England,2020-05-07,12.98,19.97,0.02,12.423
England,2020-05-08,15.1,20.54,0.04,11.384
England,2020-05-09,15.998,21.83,0.08,12.355
England,2020-05-10,10.118,15.27,1.3,33.671
England,2020-05-11,6.65,9.87,0.02,30.91
England,2020-05-12,7.442,11.8,0.04,17.028
England,2020-05-13,7.53,10.2,0.08,21.68
England,2020-05-14,7.481,12.68,0.0,17.501
England,2020-05-15,9.729,14.77,0.0,18.363
England,2020-05-16,10.414,14.29,0.08,20.026
England,2020-05-17,12.242,16.89,0.2,21.522
England,2020-05-18,13.445,17.71,0.42,21.196
England,2020-05-19,15.18,19.88,0.26,19.723
England,2020-05-20,17.33,24.54,0.0,14.841
England,2020-05-21,16.714,21.67,0.64,17.481
England,2020-05-22,15.764,18.44,2.28,38.479
England,2020-05-23,12.83,15.55,0.82,38.856
England,2020-05-24,14.01,17.56,0.36,30.391
England,2020-05-25,15.162,21.8,0.0,16.854
England,2020-05-26,16.182,21.38,0.2,14.994
England,2020-05-27,16.475,22.03,0.0,17.477
England,2020-05-28,16.408,21.88,0.0,14.59
England,2020-05-29,16.625,22.53,0.0,17.32
England,2020-05-30,16.235,22.76,0.0,19.767
England,2020-05-31,17.115,23.15,0.0,21.48
England,2020-06-01,16.955,23.2,0.0,17.861
England,2020-06-02,17.115,23.49,0.0,14.467
England,2020-06-03,13.435,16.64,5.94,25.643
England,2020-06-04,11.273,14.17,1.58,21.23
England,2020-06-05,11.058,13.78,2.68,31.021
England,2020-06-06,10.606,14.26,4.42,33.735
England,2020-06-07,11.862,15.49,2.72,17.578
England,2020-06-08,11.582,14.58,0.14,13.048
England,2020-06-09,12.784,16.65,0.44,13.674
England,2020-06-10,12.367,14.7,4.18,17.063
England,2020-06-11,12.776,16.04,6.96,33.922
England,2020-06-12,14.434,18.08,6.68,30.405
England,2020-06-13,16.459,20.87,2.24,21.183
England,2020-06-14,16.126,20.56,3.58,16.732
England,2020-06-15,16.539,21.06,5.08,9.439
England,2020-06-16,16.393,20.54,7.88,10.924
England,2020-06-17,16.104,20.44,4.62,11.632
England,2020-06-18,13.882,15.43,22.12,17.966
England,2020-06-19,14.098,16.75,5.64,25.248
England,2020-06-20,15.368,19.42,1.38,21.885
England,2020-06-21,15.35,18.2,6.6,27.016
England,2020-06-22,15.398,20.97,0.04,23.088
England,2020-06-23,18.7,24.16,0.0,17.569
England,2020-06-24,21.44,27.91,0.0,15.951
England,2020-06-25,22.327,28.16,0.0,17.764
England,2020-06-26,20.201,25.02,2.24,18.274
England,2020-06-27,15.74,18.81,10.64,31.786
England,2020-06-28,13.551,15.94,3.22,35.531
England,2020-06-29,13.571,15.71,3.48,38.251
England,2020-06-30,14.5,17.11,1.54,21.436
England,2020-07-01,15.31,18.01,2.12,18.335
England,2020-07-02,14.437,17.29,4.18,17.262
England,2020-07-03,14.582,17.98,4.6,32.723
England,2020-07-04,16.842,18.74,2.74,28.488
England,2020-07-05,15.569,17.4,2.08,37.294
England,2020-07-06,14.026,17.22,0.88,29.168
England,2020-07-07,13.312,15.57,4.36,19.716
England,2020-07-08,14.646,16.82,8.32,18.443
England,2020-07-09,14.608,16.79,10.68,23.232
England,2020-07-10,13.621,16.49,1.68,21.359
England,2020-07-11,13.538,17.49,0.12,17.745
England,2020-07-12,14.618,20.29,0.0,12.083
England,2020-07-13,15.812,19.4,2.98,20.834
England,2020-07-14,14.878,17.09,0.94,18.037
England,2020-07-15,14.623,16.78,1.48,19.925
England,2020-07-16,16.831,19.98,0.18,20.241
England,2020-07-17,17.965,21.89,0.14,19.603
England,2020-07-18,16.78,19.86,2.66,20.967
England,2020-07-19,14.812,18.36,3.14,18.445
England,2020-07-20,13.738,17.95,0.08,17.146
England,2020-07-21,14.283,18.78,0.16,12.886
England,2020-07-22,16.146,20.4,0.18,19.433
England,2020-07-23,16.227,19.92,2.66,21.934
England,2020-07-24,17.548,21.5,1.72,17.593
England,2020-07-25,17.221,20.18,6.66,25.338
England,2020-07-26,16.03,19.21,1.5,24.684
England,2020-07-27,16.271,19.96,8.04,36.243
England,2020-07-28,14.351,16.62,0.56,29.539
England,2020-07-29,14.844,18.78,0.1,18.054
England,2020-07-30,17.786,24.28,0.6,12.995
England,2020-07-31,22.222,30.95,0.38,22.076
England,2020-08-01,17.52,20.61,1.08,21.604
England,2020-08-02,15.561,19.03,0.68,20.983
England,2020-08-03,14.932,18.33,0.46,16.445
England,2020-08-04,14.987,20.2,0.8,28.585
England,2020-08-05,18.668,22.01,3.6,30.145
England,2020-08-06,19.611,23.55,0.34,17.91
England,2020-08-07,21.829,28.12,0.04,13.976
England,2020-08-08,21.238,26.9,0.0,19.157
England,2020-08-09,19.636,24.92,0.5,19.141
England,2020-08-10,21.556,27.78,1.7,17.575
England,2020-08-11,22.926,29.43,3.58,13.871
England,2020-08-12,23.852,30.15,1.78,12.887
England,2020-08-13,20.444,23.4,3.18,18.603
England,2020-08-14,18.626,21.91,2.72,15.997
England,2020-08-15,17.77,20.75,3.7,15.282
England,2020-08-16,17.535,20.7,14.96,16.642
England,2020-08-17,17.091,21.0,5.56,15.838
England,2020-08-18,17.407,21.15,4.16,21.32
England,2020-08-19,17.718,20.57,8.14,24.37
England,2020-08-20,18.652,21.61,1.78,29.786
England,2020-08-21,17.719,20.07,2.76,40.351
England,2020-08-22,16.255,18.69,4.08,29.707
England,2020-08-23,15.833,18.36,2.6,23.874
England,2020-08-24,15.578,19.13,1.7,17.731
England,2020-08-25,16.49,20.21,21.1,42.438
England,2020-08-26,15.792,18.67,1.88,37.157
England,2020-08-27,13.516,16.81,10.66,16.044
England,2020-08-28,12.822,15.0,9.26,27.253
England,2020-08-29,12.004,14.63,1.66,27.121
England,2020-08-30,11.776,14.96,0.04,18.373
England,2020-08-31,12.132,15.9,0.06,7.908
England,2020-09-01,13.712,17.92,0.0,8.555
England,2020-09-02,14.13,17.66,5.62,21.775
England,2020-09-03,16.835,18.99,2.7,26.666
England,2020-09-04,14.012,16.24,0.66,22.507
England,2020-09-05,12.932,15.65,0.56,21.374
England,2020-09-06,13.436,17.1,1.1,13.169
England,2020-09-07,14.234,17.49,2.04,24.383
England,2020-09-08,18.152,21.68,0.42,20.804
England,2020-09-09,16.135,19.16,0.44,22.497
England,2020-09-10,12.153,15.78,0.08,12.509
England,2020-09-11,13.551,17.14,0.1,24.824
England,2020-09-12,14.598,17.72,0.42,22.861
England,2020-09-13,16.704,21.94,0.0,21.542
England,2020-09-14,17.59,24.71,0.0,11.001
England,2020-09-15,18.893,25.05,0.28,12.139
England,2020-09-16,16.937,21.11,0.18,22.459
England,2020-09-17,14.637,18.99,0.0,18.561
England,2020-09-18,13.473,18.4,0.0,23.358
England,2020-09-19,14.751,19.72,0.0,25.304
England,2020-09-20,14.968,19.67,0.0,19.081
England,2020-09-21,14.67,21.2,0.0,10.673
England,2020-09-22,15.72,21.04,0.7,22.073
England,2020-09-23,13.296,15.49,8.5,21.39
England,2020-09-24,9.567,12.67,4.98,23.67
England,2020-09-25,9.723,13.4,0.26,36.178
England,2020-09-26,8.939,12.12,0.16,28.73
England,2020-09-27,9.736,13.57,0.08,24.001
England,2020-09-28,10.634,16.34,0.7,12.056
England,2020-09-29,12.755,16.14,0.5,13.33
England,2020-09-30,12.071,14.78,8.78,27.307
England,2020-10-01,10.735,13.05,1.44,16.149
England,2020-10-02,10.585,13.13,14.48,29.877
England,2020-10-03,11.935,13.05,25.78,27.092
England,2020-10-04,10.496,12.89,19.16,27.628
England,2020-10-05,11.552,14.98,4.46,25.137
England,2020-10-06,11.367,13.93,5.5,26.182
England,2020-10-07,11.257,13.73,1.96,25.125
England,2020-10-08,12.078,14.84,12.66,27.716
England,2020-10-09,8.892,11.79,2.94,22.941
England,2020-10-10,9.286,12.92,4.54,26.788
England,2020-10-11,9.094,12.65,0.08,18.453
England,2020-10-12,8.927,11.15,2.96,19.156
England,2020-10-13,8.488,10.91,2.0,21.284
England,2020-10-14,9.939,13.05,1.14,21.819
England,2020-10-15,8.307,11.45,0.38,18.047
England,2020-10-16,8.432,11.55,0.32,14.788
England,2020-10-17,9.032,11.68,0.62,12.49
England,2020-10-18,8.738,11.43,0.34,11.069
England,2020-10-19,10.591,13.63,0.94,25.207
England,2020-10-20,13.495,16.39,2.74,26.909
England,2020-10-21,13.236,14.75,7.72,22.223
England,2020-10-22,10.446,12.4,0.6,23.668
England,2020-10-23,9.155,12.21,1.78,22.386
England,2020-10-24,10.903,13.96,10.46,34.605
England,2020-10-25,8.606,11.43,1.86,26.254
England,2020-10-26,8.733,12.18,4.32,30.326
England,2020-10-27,8.438,10.91,2.92,28.603
England,2020-10-28,10.675,13.74,7.44,28.123
England,2020-10-29,13.436,15.25,2.46,28.54
England,2020-10-30,12.345,14.94,6.86,40.137
England,2020-10-31,12.897,16.3,4.08,40.611
England,2020-11-01,12.052,16.32,5.58,40.048
England,2020-11-02,6.64,8.82,3.88,29.589
England,2020-11-03,5.532,10.07,0.02,13.061
England,2020-11-04,6.312,9.76,0.0,11.471
England,2020-11-05,6.279,10.21,0.0,15.586
England,2020-11-06,7.503,12.53,0.0,12.172
England,2020-11-07,10.48,12.94,1.74,11.64
England,2020-11-08,11.781,14.5,2.76,16.725
England,2020-11-09,10.947,13.39,1.26,15.16
England,2020-11-10,10.645,12.61,2.1,34.212
England,2020-11-11,9.893,11.74,1.74,29.24
England,2020-11-12,9.832,11.45,2.6,27.722
England,2020-11-13,11.309,13.85,8.72,35.829
England,2020-11-14,9.731,12.01,7.52,33.588
England,2020-11-15,10.066,12.19,2.54,29.859
England,2020-11-16,12.793,14.36,0.4,26.792
England,2020-11-17,11.247,14.29,1.28,32.364
England,2020-11-18,6.745,8.88,1.7,31.802
England,2020-11-19,6.697,10.44,2.9,20.392
England,2020-11-20,10.418,11.85,0.98,27.287
England,2020-11-21,7.548,9.87,0.48,19.025
England,2020-11-22,5.989,9.77,0.0,21.98
England,2020-11-23,9.94,11.09,1.3,24.959
England,2020-11-24,8.18,10.97,4.18,20.916
England,2020-11-25,4.213,7.67,0.0,9.941
England,2020-11-26,3.242,6.09,0.0,10.632
England,2020-11-27,6.38,9.15,3.7,14.405
England,2020-11-28,7.082,8.3,0.14,9.961
England,2020-11-29,7.847,9.83,1.78,26.715
England,2020-11-30,4.101,6.7,0.0,16.614
England,2020-12-01,5.144,8.04,0.64,15.445
England,2020-12-02,3.916,5.2,9.92,18.44
England,2020-12-03,3.069,4.62,6.98,22.115
England,2020-12-04,3.312,5.98,3.36,19.901
England,2020-12-05,2.912,4.79,2.66,12.495
England,2020-12-06,2.145,3.53,0.04,10.278
England,2020-12-07,3.324,5.56,3.64,16.392
England,2020-12-08,4.772,6.31,1.38,17.376
England,2020-12-09,6.092,7.04,2.98,23.337
England,2020-12-10,7.358,8.92,3.98,21.542
England,2020-12-11,6.252,8.02,2.28,20.098
England,2020-12-12,6.425,10.79,8.32,29.661
England,2020-12-13,8.95,10.29,2.18,27.73
England,2020-12-14,6.927,9.27,0.1,19.945
England,2020-12-15,8.062,9.28,6.88,31.444
England,2020-12-16,7.382,10.12,0.94,27.677
England,2020-12-17,11.465,12.41,6.02,33.848
England,2020-12-18,9.322,11.5,4.66,32.119
England,2020-12-19,6.478,8.37,0.34,23.288
England,2020-12-20,8.696,11.83,8.08,23.673
